Data X,Data Y,Data Z,Data A
4.458248042191114,0.0020751949359401503,4.042004438683966,8.195215530154448
2.3911714868654754,0.22064850592639113,2.2266503744200694,8.038935693361088
2.422613987249775,0.428651843498558,5.1830365816978246,-15.449313646653282
2.4539941478651266,0.6160263869341682,2.2260162693062657,7.066510115692269
2.485280876045501,0.773710902112721,-0.47765884499971223,-11.150669971063254
2.5164431717013067,0.8940799331797953,2.2247484611998303,6.242423338570565
2.5474501580354687,0.971312561501738,2.2238771540847226,6.228345697578209
-0.9330193792357113,1.0016738991149274,-5.139798677839338,6.51647257585673
2.608875495424141,0.9836957039450649,2.221660424416325,7.01674713037983
2.639232983899758,0.9182473824361169,2.2203153533147297,7.572803709682029
2.6693134982009195,0.8084939459771047,2.2188127540377893,8.010841450840884
2.699087233400984,0.6597429543093355,2.2171528648153016,8.193947420461118
,,5.184534830682871,8.064890076446451
2.7575966958643994,0.2755600791518325,2.2133622940989284,7.664007540116078
-3.5440567847472297,0.05870687189559517,0.20007129805856141,7.116599526172036
2.814529535059314,-0.1886999792525117,0.6793542116834752,6.593763704771427
-5.655814514863119,-0.5837269699210359,-1.9578592408097697,6.258917469590672
2.869660161922254,-0.5661888167845972,2.2039069180360067,6.216720250599611
2.896481077896976,-0.7323007319511043,2.201154758629737,6.480361196792354
2.9227701284246543,-0.862899006449182,2.198248108867104,6.967436780082806
,-0.9516680462858439,2.1951874295832745,
2.973648993145117,-0.9943150748764812,2.191973206034043,7.980678602048373
2.998188394608404,-0.9887777271659592,2.188605947818902,8.190146307585518
3.022095155116517,-0.9353237834145615,-3.3191213916545186,16.23684000278349
3.0453455869347303,-0.8365382196287104,2.181414487018721,7.707883163090854
3.067916652643942,-0.6971982008638977,2.1775914246047714,7.166888324085203
3.0897859879670344,-0.5240420625910613,-4.756425648993218,6.6347474273621785
,-0.5013752238467112,-0.5149577837269809,6.277786257903674
,-0.11100638702044718,2.165220254254725,6.207576482318773
,0.1088991832280096,,-5.927110476038728
3.1698235212911356,0.32363885874043535,-2.845462835423061,6.918704126667582
3.1878738124829065,0.5228280566428665,2.1515100874023436,7.477771722205134
3.205103515136288,0.6968341986598605,-4.051070133940021,-11.210523589351526
3.2214955574014277,0.8372425323799566,2.1416356712074527,8.183821831983813
3.2370336974144953,0.9372630597544371,2.136480485101643,8.110121554376645
,0.992058894198932,,7.7504585484760655
0.9684577408717975,0.9989801672968154,-0.7282589120673063,7.217248966007573
3.2783750671641805,0.9576921736243836,0.8872194171649681,4.40534210608506
3.290352324798415,0.8701915567500322,2.1144258905398035,6.298981848122846
,0.7407097536696781,,6.200937583338078
,,2.1025506003345997,6.4136645090647075
3.3207084377902736,0.38257636053464966,2.0964041932772597,6.870672766834516
-6.161901079508379,0.1712437214007577,2.866029110461412,7.429120004772531
,,2.083698727513144,7.914458136473445
3.3425003551479033,-0.2653485507114027,2.077141683196095,8.174990033913634
3.3478253717530033,-0.4694950446246062,3.8003376463721685,2.8918151878524174
3.352171313683388,-0.6508369020777484,2.3621354411097455,8.640032678323927
3.355533874813201,-0.28279538574110025,-2.9825630476299363,7.26755372630278
3.357909723387977,-0.9115556000275524,1.2077404621928716,2.085584501328716
3.3592965053258763,-0.9783243609078531,4.4809332233071695,11.677772128860067
,-0.997682039448741,2.0350058872607484,
3.3590983543508552,0.11004389310580276,-0.20537629308495206,6.383248357833876
3.3575136177735168,-0.23832792092932367,-0.6629683300593251,6.823464518649578
3.354940207035928,1.3312953137604127,1.1080886870619764,7.379875054276775
-0.6037340035407757,-0.39856496625922244,0.47964408526160984,7.878568469319616
3.346838539505802,-0.43018718626304436,-0.44880982455756985,8.163673312752467
,,3.6994832693292805,-1.88126999935146
3.334825453577575,-0.009684098286488843,0.06721217034324162,7.831280255956615
3.327366403141674,0.21450066643548962,1.9716972066476317,7.317675021062513
3.318948549561408,0.42294920278205556,1.9632385389001674,6.765793887662596
3.309580233568786,0.6110447186467454,-0.8211457618270102,7.131185783101951
3.2992707376504073,0.7696911144473244,1.9459722533042532,6.195235348492127
,0.8912164188030208,1.9371673729413037,6.354891533486816
3.2758699886470657,0.9697437969307248,1.928249856136472,6.777199112587029
3.2628019219212328,1.0014757481399064,1.9192211167186222,7.330161766716006
-2.6326189632620784,0.9848777489369548,-3.6397144138592026,7.840945669193545
3.233995132898772,0.9207524609532317,1.9008357133013922,8.149900370187915
3.2182849534729536,0.8122009150801875,1.891481964218194,8.160459089203236
3.201724052984508,0.6644725489055684,1.8820228218921953,7.869321596470583
3.1843288406084644,0.4847113494812104,1.8724597860243495,7.3674857316873315
3.1661165521880537,0.2816103776888107,1.8627943727874248,6.811805148944249
3.147105233156772,0.06499138103882673,1.8530281145856229,6.375963189801979
3.1273137206582735,-0.15467017561847665,1.8431625598116241,6.196186474745435
3.106761624881808,-0.36675169245897166,1.8331992726010957,6.328665955151183
,-0.5609971323418246,,6.731993887866663
3.0634578721500674,-0.7280129918842058,1.812985834637689,7.2801062258939115
3.0407491222129552,-0.8597225613185976,1.8027388886269677,7.80168515577029
6.571421986677089,-0.9497565056079558,1.4857479364734403,8.13370613742392
2.993330356401338,-0.9937608787303716,1.7819726653068724,8.1723928012052
2.968667324857696,-0.9896076758892646,1.7714566803810818,7.905653256110496
2.9434009029664154,-2.2368830520898646,-0.06411751284720744,7.4168595272872775
2.917556125666842,1.964634832181936,-3.7801321616930754,6.858788823067766
2.8911586009550274,-0.7016848760672397,1.7393972799216622,6.405871540601122
2.864234484510349,-0.5293856048721994,1.7285459788619386,6.199671357856907
2.8368104537794583,-0.331385453266021,1.717615117266455,6.304638136647171
2.8089136815432454,-0.11725949850681369,1.7066064281700881,6.687963494855781
-3.7128405932301196,0.1026373554159463,4.167946907957902,7.229835383643536
2.7518129183424858,0.31767112995201335,1.6843625610333475,7.7608865023251274
,0.517443019910668,,8.115131686587567
2.69315844934885,0.6922922686468587,1.661828483519843,8.18184817726812
2.663320988102006,0.8337633520026977,5.70796495746642,7.94018308981682
,0.9350148784846352,1.6390184857361743,
2.602773403316817,0.9911504316975257,1.6275145304965237,6.9066257491279925
2.572123272646439,0.9994553558465157,1.6159470327652659,6.4377818409293175
,0.9595280336110906,1.6043178265128366,
,0.8732993079325947,1.5926287554932577,6.282869017793892
2.47903249458964,0.7449391084981587,1.5808816729518171,6.645219604290746
,0.5806547983652384,1.5690784413312486,7.179476737849586
2.416329478106544,0.3883909924700218,1.5572209319764478,7.718653183193882
,,1.5453110248377817,8.09422412656117
,-0.04198097884908799,1.5333506081730297,8.188801236483922
2.321932122942118,-0.2592768123546635,1.5213415782480115,7.972823522355901
2.2904995996892152,-0.4639339400760877,1.5092858390359425,7.513796908006975
2.259135640666881,-0.6460553604532153,1.4971853019155672,6.95519460218565
0.37119362666918904,-0.7968338748232118,-1.2197216539837048,6.471613159264235
2.1967376230374334,1.8607298136184338,-0.7290574170495514,6.214200637194843
2.1657653907780814,-0.9770645479636044,1.4606341216033376,6.263413809852617
,-0.9978009426014972,0.3236885154053677,
,-0.9701843880734742,,7.129158009085795
2.0741233997023336,-0.8955503916559856,1.423749216828691,7.675092311339284
2.0441018661308155,-0.7775081742308421,2.8877709774463804,8.071036483503791
1.3790439830270063,-0.621766132192671,-2.5931493956485134,8.193234344369023
1.9850263492847264,-0.43585578545573855,-3.3629353923831116,-19.153660288014933
1.9560309002967802,-0.22876756114167876,1.3741412341316288,7.561114638662453
1.9274354199479047,-0.010516026062519553,1.3616758835468115,7.00437220097402
1.8992682417361755,0.48219116686246644,-2.6602391616971355,6.507279691960437
1.8715572747814937,0.4172298800191381,1.3366829768838884,6.225208183981373
1.8443299761721583,0.6060389128320077,1.3241593833094274,6.2463218554988895
1.8176133237593324,0.7656409010389249,-4.553762332725082,6.5640214242352455
1.7914337894263517,0.888317661824208,1.2990678431335874,7.0790068166875795
1.7658173128593702,0.9681366771934781,1.5988905886511973,2.785563448596112
1.7407892758453234,-0.5553772187262147,-0.5320538550784052,8.045627566365287
