,Data X,Data Y,Data Z
0,1.331586504129518,0.11747566102663819,0.133137496871058
1,0.7152789743984055,-1.9074568881244003,1.2027438739699048
2,-1.5454002921112682,-0.922909264848946,-1.0247529670452837
3,-0.008383849928522256,0.46975143408304293,0.16039916294255877
4,0.6213359738904805,-0.1443667630269637,-1.1304752871393409
5,-0.7200855607188968,-0.4001383519857285,-1.941299681022428
6,0.2655115856921195,-0.29598385293921214,0.9865978168979976
7,0.10854852571496944,0.8482086090216563,0.028227367299119867
8,0.004291430934033236,0.706830454751635,-0.8223675978306648
9,-0.17460021059294129,-0.7872689262471867,-1.5865517608478485
10,0.433026189953598,0.29294072483196687,-0.4014728193717207
11,1.203037373812212,-0.4708072514855173,1.3421792842550249
12,-0.9650656705167633,2.4043256059373497,0.4024690934884474
13,1.028274077982704,-0.739356738508672,-0.37276141643686733
14,0.2286301301246597,-0.3128287573370896,-0.672023436468346
15,0.44513761283034786,-0.3488819182174932,0.1058120827957554
16,-1.1366022118310442,-0.4390262362200143,-1.5473053909175292
17,0.1351368784486355,0.14110416806443193,1.3448065106282303
18,1.4845370018365822,0.2730493200953109,0.503189181636489
19,-1.079804885785276,-1.618570747815795,1.1943506024632464
20,-1.977728280657907,-0.5731133615595897,-0.5635056711961435
21,-1.7433722958989073,-1.3204475458914557,0.8548287563126676
22,0.266070164000551,1.2362053261868158,0.6879047256615245
23,2.384967330711097,2.4653250820614763,-1.5330687182901823
24,1.1236912534094234,1.3832322295355184,0.14896070097688824
25,1.6726222133078277,0.3462331153511832,0.3151111682216668
26,0.09914921583524362,1.0225161072341362,-0.574917664052446
27,1.3979963770935753,0.16681026701973248,-0.3601711344294524
28,-0.2712479879657808,1.6567166244782918,0.436185296532739
29,0.6132041848596391,0.6678896088334423,-0.037917882013034025
30,-0.26731718867356863,-0.22994664377472285,-1.0047163525260954
31,-0.5493090141054789,-1.1295511944337915,0.5914530866303224
32,0.1327082957599512,-0.6399626042284977,0.2278173638452078
33,-0.4761420149273371,0.31383052155900587,0.24917865788633525
34,1.3084730808634777,-1.2258359807380548,0.09576323673771824
35,0.1950132792330928,-0.22179313639949394,0.4490217306938231
